"","Rk","G","Date","Age","Tm","Column1","Opp","_1","GS","MP","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","GmSc","+/-","Name"
"517",40,40,2023-01-07,"32-075","CHI",H,"UTA","W (+8)","1","33:30","5","8","0.625","2","3","0.667","3","4","0.75","2","14","16","4","0","2","1","4","15","18.2","1","Nikola Vucevic"
"518",41,41,2023-01-09,"32-077","CHI","@","BOS","L (-8)","1","33:38","9","15","0.6","3","6","0.5","0","2","0","1","12","13","1","0","0","0","1","21","17.9","-18","Nikola Vucevic"
"519",42,42,2023-01-11,"32-079","CHI","@","WAS","L (-3)","1","38:47","7","14","0.5","1","4","0.25","0","0",NA,"3","7","10","5","0","2","2","2","15","14.3","-2","Nikola Vucevic"
"520",43,43,2023-01-13,"32-081","CHI",H,"OKC","L (-14)","1","39:01","9","14","0.643","1","4","0.25","0","0",NA,"3","8","11","4","1","0","4","2","19","16.3","-13","Nikola Vucevic"
"521",44,44,2023-01-15,"32-083","CHI",H,"GSW","W (+14)","1","39:01","18","31","0.581","5","10","0.5","2","2","1","4","9","13","4","4","0","1","1","43","39.4","12","Nikola Vucevic"
"522",45,45,2023-01-19,"32-087","CHI","@","DET","W (+18)","1","35:12","8","19","0.421","0","5","0","0","0",NA,"4","11","15","6","1","0","2","4","16","13.6","16","Nikola Vucevic"
"523",46,46,2023-01-23,"32-091","CHI",H,"ATL","W (+11)","1","38:47","6","14","0.429","1","5","0.2","1","2","0.5","6","11","17","7","1","0","1","1","14","18.2","19","Nikola Vucevic"
"524",47,47,2023-01-24,"32-092","CHI","@","IND","L (-6)","1","32:43","9","14","0.643","2","2","1","0","0",NA,"0","8","8","5","0","2","3","2","20","17.3","2","Nikola Vucevic"
"525",48,48,2023-01-26,"32-094","CHI","@","CHO","L (-15)","1","35:25","5","16","0.313","0","6","0","2","2","1","0","9","9","1","1","0","2","4","12","3.6","-23","Nikola Vucevic"
"526",49,49,2023-01-28,"32-096","CHI","@","ORL","W (+19)","1","39:11","11","18","0.611","2","5","0.4","2","2","1","4","9","13","5","0","2","3","4","26","23.6","23","Nikola Vucevic"
"527",50,50,2023-01-31,"32-099","CHI",H,"LAC","L (-5)","1","38:40","10","15","0.667","3","6","0.5","0","0",NA,"0","14","14","4","2","0","0","3","23","24.3","10","Nikola Vucevic"
"528",51,51,2023-02-02,"32-101","CHI",H,"CHO","W (+16)","1","33:16","7","14","0.5","1","5","0.2","2","2","1","0","12","12","6","1","0","0","2","17","18","4","Nikola Vucevic"
"529",52,52,2023-02-04,"32-103","CHI",H,"POR","W (+8)","1","34:34","10","17","0.588","0","4","0","3","4","0.75","3","8","11","4","0","0","1","3","23","19.8","-1","Nikola Vucevic"
"530",53,53,2023-02-06,"32-105","CHI",H,"SAS","W (+24)","1","23:35","10","18","0.556","2","6","0.333","0","0",NA,"1","11","12","4","1","2","3","2","22","18.8","-3","Nikola Vucevic"
"531",54,54,2023-02-07,"32-106","CHI","@","MEM","L (-15)","1","37:15","12","26","0.462","3","7","0.429","1","2","0.5","4","13","17","6","3","0","1","1","28","26.7","-9","Nikola Vucevic"
"532",55,55,2023-02-09,"32-108","CHI","@","BRK","L (-11)","1","37:13","7","15","0.467","1","6","0.167","0","0",NA,"2","15","17","1","0","0","0","4","15","12.3","-3","Nikola Vucevic"
"533",56,56,2023-02-11,"32-110","CHI","@","CLE","L (-8)","1","36:26","7","13","0.538","0","4","0","0","0",NA,"0","14","14","4","0","1","0","2","14","14.6","-3","Nikola Vucevic"
"534",57,57,2023-02-13,"32-112","CHI",H,"ORL","L (-9)","1","34:12","5","11","0.455","1","2","0.5","2","2","1","2","11","13","1","2","0","1","4","13","12.1","-13","Nikola Vucevic"
"535",58,58,2023-02-15,"32-114","CHI","@","IND","L (-4)","1","36:31","8","18","0.444","3","5","0.6","0","2","0","1","6","7","3","0","2","4","3","19","9.6","-8","Nikola Vucevic"
"536",59,59,2023-02-16,"32-115","CHI",H,"MIL","L (-12)","1","31:21","8","20","0.4","2","6","0.333","4","4","1","4","12","16","3","0","0","2","4","22","16.1","-23","Nikola Vucevic"
"537",60,60,2023-02-24,"32-123","CHI",H,"BRK","W (+44)","1","28:30","5","9","0.556","0","0",NA,"3","4","0.75","1","9","10","2","0","2","0","1","13","14.1","35","Nikola Vucevic"
"538",61,61,2023-02-26,"32-125","CHI",H,"WAS","W (+20)","1","32:22","7","16","0.438","0","6","0","2","2","1","2","11","13","1","0","0","0","2","16","12.2","0","Nikola Vucevic"
"539",62,62,2023-02-28,"32-127","CHI","@","TOR","L (-6)","1","31:29","9","14","0.643","4","6","0.667","1","1","1","1","4","5","4","0","0","6","2","23","14.7","1","Nikola Vucevic"
"540",63,63,2023-03-01,"32-128","CHI","@","DET","W (+2)","1","35:28","5","15","0.333","0","5","0","2","4","0.5","1","8","9","2","1","0","1","1","12","6.8","11","Nikola Vucevic"
"541",64,64,2023-03-03,"32-130","CHI",H,"PHO","L (-21)","1","31:01","6","15","0.4","1","3","0.333","0","0",NA,"2","7","9","2","1","0","2","3","13","7.6","-14","Nikola Vucevic"
"542",65,65,2023-03-05,"32-132","CHI",H,"IND","L (-3)","1","35:40","6","10","0.6","0","2","0","0","0",NA,"0","9","9","5","3","2","1","3","12","15.8","0","Nikola Vucevic"
"543",66,66,2023-03-08,"32-135","CHI","@","DEN","W (+21)","1","34:41","9","17","0.529","2","4","0.5","5","5","1","2","13","15","3","0","0","1","3","25","21.9","17","Nikola Vucevic"
"544",67,67,2023-03-11,"32-138","CHI","@","HOU","W (+8)","1","33:14","7","15","0.467","4","7","0.571","0","0",NA,"2","10","12","6","1","0","2","1","18","17.5","8","Nikola Vucevic"
"545",68,68,2023-03-15,"32-142","CHI",H,"SAC","L (-3)","1","35:08","8","22","0.364","0","7","0","4","5","0.8","6","8","14","3","0","0","2","4","20","12.5","-8","Nikola Vucevic"
"546",69,69,2023-03-17,"32-144","CHI",H,"MIN","W (+8)","1","45:53","9","20","0.45","2","3","0.667","1","1","1","2","9","11","4","2","3","4","5","21","15.6","17","Nikola Vucevic"
"547",70,70,2023-03-18,"32-145","CHI",H,"MIA","W (+14)","1","39:09","6","8","0.75","0","0",NA,"1","1","1","1","9","10","2","0","1","1","3","13","13.1","9","Nikola Vucevic"
"548",71,71,2023-03-20,"32-147","CHI","@","PHI","W (+4)","1","46:16","8","12","0.667","1","2","0.5","4","4","1","1","11","12","2","4","0","1","2","21","23.4","5","Nikola Vucevic"
"549",72,72,2023-03-22,"32-149","CHI",H,"PHI","L (-25)","1","24:59","4","10","0.4","0","2","0","0","0",NA,"2","3","5","2","1","0","1","0","8","6.3","-31","Nikola Vucevic"
"550",73,73,2023-03-24,"32-151","CHI","@","POR","W (+28)","1","30:23","10","13","0.769","1","1","1","2","2","1","2","13","15","4","1","0","5","3","23","20.8","34","Nikola Vucevic"
"551",74,74,2023-03-26,"32-153","CHI","@","LAL","W (+10)","1","15:17","2","5","0.4","0","1","0","0","0",NA,"0","2","2","1","1","0","0","1","4","3.2","-5","Nikola Vucevic"
"552",75,75,2023-03-27,"32-154","CHI","@","LAC","L (-12)","1","30:23","9","13","0.692","2","3","0.667","0","0",NA,"1","7","8","5","0","0","3","3","20","16.6","-17","Nikola Vucevic"
